,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,3.258547794117647,5.219269511726259,4.318979779411764,6.111618608227604,0.6595727062230485,0.5937790839551683,0.616966172985005,0.5712003076795141,0.29570134651101165,0.2700829479482623,0.2810658867623658,0.2616868873459383,0.8632349575950158,0.780742666069125,0.8185431075056803,0.743242085267992,Papaya Leaf Curl
1,3.6860906862745098,5.5362706651287965,3.8794424019607843,5.6037062668204545,0.6469335850593173,0.5866521999441657,0.636062883152137,0.591230234896451,0.28794509548552,0.26349551514779646,0.2833168853741626,0.2641878473333828,0.8697441592364982,0.8042233218937488,0.8627773273879157,0.8018434045133969,Papaya Leaf Curl
2,4.402313112745098,6.023790849673201,4.111994485294117,6.313387158785082,0.5772995874128419,0.5192208520677917,0.5774834366285768,0.5098718125857155,0.22832181274752178,0.20835517539744464,0.23128300940798924,0.20650031311679146,0.7930414893911133,0.7167768462363977,0.8066321457933652,0.7031658247744985,Papaya Leaf Curl
3,2.0276194852941174,3.261883890811226,1.9654258578431372,3.072695117262591,0.6999331588916905,0.6415231491523777,0.704223197516288,0.6459707238779904,0.3006333102608257,0.2759284101606386,0.301475264739354,0.2778620827277027,0.8770876348495521,0.8022374092070446,0.8808593456497006,0.8137185417008959,Papaya Leaf Curl
4,1.4886948529411765,2.6680507497116492,1.9374080882352942,2.8858746635909265,0.8120077357850931,0.7562014012593531,0.7846758816688743,0.7483477038554904,0.43051129646041586,0.40582995993397286,0.4203030009813907,0.40153860776750977,0.9336683751456497,0.8811964991212639,0.9136619394294045,0.8714933955340375,Papaya Leaf Curl
5,1.2742800245098038,1.917185697808535,1.4630208333333334,2.39441753171857,0.7928612763307291,0.7555663109413567,0.7816130600506682,0.7286509072130892,0.3955713395976871,0.37560672353780483,0.38855845978092857,0.3655069957222834,0.9281457177588932,0.8919153402712413,0.9176141265839031,0.8649959291316112,Papaya Leaf Curl
6,2.1534926470588234,2.642475970780469,1.4061427696078432,2.805274894271434,0.7114111824594092,0.6795918765216546,0.7611142340229169,0.6641415738304809,0.33081599819187435,0.3157379509360851,0.3526957311273652,0.30908074579099115,0.8348383610964436,0.7972846885267791,0.8920951295054055,0.7847677687771039,Papaya Leaf Curl
7,2.1277879901960786,3.709834678969627,2.502267156862745,3.7024836601307194,0.8133249963454968,0.7732374317430106,0.8002022537170768,0.7754441037100834,0.5314423071694453,0.5191065542207622,0.5292071824949821,0.5187699414811705,0.9520472147296734,0.9164755050984777,0.9436144662109157,0.9166411037340589,Papaya Leaf Curl
8,3.0686274509803924,5.863021914648212,4.698958333333334,6.267343329488658,0.6953756395398504,0.5870202599703139,0.6266956095898091,0.5782353407382135,0.3149298972019398,0.27621932700647234,0.29423578579913784,0.27331276911254476,0.8826798180176171,0.7755712170501743,0.8201300110126244,0.7600954593368638,Papaya Leaf Curl
9,0.8106770833333333,1.4327104959630912,0.9613204656862744,1.4762629757785468,0.8573843607173517,0.8008842947254509,0.8386090604220471,0.7985293645678746,0.44840505728694346,0.4245123168027068,0.4421345879741391,0.4231243844171229,0.9394415362429224,0.8929761928343779,0.9281843726307072,0.889719043282567,Papaya Leaf Curl
